date,open,close,high,low,weightedAverage,volume,quoteVolume
2015-08-31,1.2916666666666665,1.2949166666666667,1.2949166666666667,1.2916666666666665,1.292870705,340.89395747000003,263.85196884
2015-09-01,1.3239483233333333,1.302563411666667,1.32606333,1.273781735,1.3013565416666666,229.54413848,171.11728546
2015-09-02,1.2583339366666666,1.2583339366666666,1.2583339366666666,1.2583339366666666,1.2583339366666666,49.09494082,38.9642
2015-09-03,1.2518333516666666,1.2445000233333334,1.3025993733333332,1.2194000716666666,1.236702605,240.98560988,191.88244354
2015-09-04,1.2194000016666668,1.2194000016666668,1.2194000016666668,1.2194000016666668,1.2194000016666668,18.76191499,15.38618577
2015-09-05,1.28128941,1.316684115,1.316684115,1.28128941,1.296306605,58.25197843,45.72054699
2015-09-06,1.1691666766666666,1.1740000066666665,1.1740000083333333,1.169166675,1.1739988583333332,47.54837814,39.811088
2015-09-07,1.2246666449999999,1.224666625,1.2246666466666667,1.224666625,1.224666625,432.68436495,320.59469966
2015-09-08,1.34999985,1.34999985,1.34999985,1.34999985,1.34999985,0,0
2015-09-09,1.3249996533333335,1.324999655,1.324999655,1.3249996533333335,1.3249996533333335,23.94201004,18.41693846
2015-09-10,1.2100016133333333,1.2033344350000001,1.2266676016666667,1.2033344350000001,1.205965135,2763.80410145,2348.58017956
2015-09-11,1.1256496,1.0233164816666667,1.1256496016666666,1.0233164783333333,1.0482110033333334,987.9305906799999,895.12204597
2015-09-12,1.1036663100000002,1.0450000066666667,1.1426661133333333,0.9750001200000001,1.0548364033333333,252.13814657,244.55519945999998
2015-09-13,1.1349965266666666,1.1349962766666666,1.1349965299999998,1.1349962733333332,1.1349965183333335,95.35441204000001,95.33966564
2015-09-14,1.0836591733333334,1.0836591733333334,1.0836591733333334,1.0836591733333334,1.0836591733333334,0.44598807,0.51204141
2015-09-15,0.9514156383333333,0.8739167449999999,0.9514156383333333,0.8739167449999999,0.9031640050000002,1.21148916,1.34907642
2015-09-16,0.9980850133333332,1.0166654166666667,1.0166654166666667,0.9980850133333332,1.0165455716666667,8.55056381,8.55672043
2015-09-17,0.8828392683333334,0.8747528666666665,0.8828392683333334,0.8747528666666665,0.8801244833333333,87.11271993000001,99.85748328
2015-09-18,0.8466666666666666,0.8449999999999999,0.8466666666666666,0.8449999999999999,0.8458333333333332,38.7,45
2015-09-19,0.883493605,0.86357911,0.883493605,0.86357911,0.8735463233333333,0.51859386,0.54263501
2015-09-20,0.9599709683333333,0.9599709683333333,0.9599709683333333,0.9599709683333333,0.9599709683333333,0.35354961,0.36829895
2015-09-21,0.9569086749999999,0.9569166666666665,0.9585833333333333,0.9552420083333332,0.9564244416666665,147.70917371000002,154.21771925
2015-09-22,0.8899234883333333,0.8799269016666665,0.88992349,0.8799269,0.8860101416666666,172.53365262,195.71273088
2015-09-23,0.9058321633333334,0.8958384783333334,0.9058333300000001,0.8916757000000001,0.8988316100000001,12.56911938,13.96571244
2015-09-24,0.87626031,0.868755155,0.87626031,0.868755155,0.8705712233333333,325.68713612,386.57798054
2015-09-25,0.79436084,0.7915550100000001,0.7943608449999999,0.7915550049999999,0.7915551533333334,154.96079075,193.40128617000002
2015-09-26,0.7144917783333334,0.6991666183333334,0.7191666183333334,0.6983332866666667,0.7127084283333334,55.8785137,75.28421940999999
2015-09-27,0.7716666550000001,0.7566666566666668,0.7716666550000001,0.7566666566666668,0.7701249183333334,8.108734819999999,10.520075760000001
2015-09-28,0.6509725166666667,0.6418465116666666,0.6683900533333333,0.62759648,0.63775659,9462.891093889999,16786.71053175
2015-09-29,0.5921488733333332,0.5926612666666666,0.5926612666666666,0.5921488716666666,0.5922348483333333,181.6034591,279.21100814000005
2015-09-30,0.6248296316666666,0.63083685,0.636670165,0.6248296299999999,0.6263019183333333,277.41514644,388.09757469
2015-10-01,0.6846093516666666,0.6893333266666666,0.6893333366666666,0.6846093483333333,0.6869209683333333,77.24611706,105.1235863
2015-10-02,0.6929916349999999,0.6818166133333333,0.6929916349999999,0.6818166133333333,0.6874097116666666,0.7031715,0.99065027
2015-10-03,0.6826545233333333,0.6826547766666667,0.6826547766666667,0.6826545233333333,0.68265464,4.27007917,6.362797520000001
2015-10-04,0.6799999899999999,0.6799999899999999,0.6799999899999999,0.6799999899999999,0.6799999899999999,0,0
2015-10-05,0.668444865,0.668444865,0.66844487,0.6684447716666666,0.66844486,27.93252385,43.43614266
2015-10-06,0.64293867,0.64293867,0.64293867,0.64293867,0.64293867,0,0
2015-10-07,0.6548051983333333,0.671457665,0.6714576966666668,0.6548051983333333,0.6708953700000001,2.97170915,4.26600175
2015-10-08,0.595316235,0.581064145,0.6048214199999999,0.5759701033333333,0.5916717833333334,68.37407909999999,114.23605370000001
2015-10-09,0.62078689,0.620788045,0.621367755,0.6207868583333332,0.6207915316666667,127.18711438,189.82558689
2015-10-10,0.67,0.67,0.67,0.67,0.67,0,0
2015-10-11,0.67,0.67,0.67,0.67,0.67,0,0
2015-10-12,0.6341823249999999,0.6341822716666666,0.6416739383333333,0.6341821216666667,0.6365286916666667,0.79630587,1.23956008
2015-10-13,0.6000465583333333,0.60004655,0.6000465583333333,0.60004655,0.6000465516666668,46.0302997,76.71419827
2015-10-14,0.5744337133333334,0.5602424316666667,0.57443374,0.5528140516666668,0.5687305266666666,502.67262304999997,928.98184141
2015-10-15,0.5349981833333334,0.530005535,0.5488752650000001,0.530005535,0.5469825116666667,120.21633721,239.90085682
2015-10-16,0.5641031233333332,0.5623256849999999,0.564160025,0.562268785,0.5641323533333332,75.49797565,142.02927384999998
2015-10-17,0.5403333333333333,0.541767725,0.541767725,0.5341657533333334,0.5403056900000001,393.8302830299999,721.2886608299999
2015-10-18,0.5343653866666668,0.5343682366666668,0.5419665366666666,0.526767085,0.5304021716666667,29.41097981,56.082907369999994
2015-10-19,0.49204559333333325,0.48506371499999995,0.4920456433333333,0.4850636683333333,0.48994720999999997,460.48614383,916.6903929900001
2015-10-20,0.47406667,0.46925000333333333,0.47406667,0.46925000333333333,0.471799715,94.36383074,202.30536147
2015-10-21,0.4384093666666667,0.4418745,0.4551817466666667,0.433142265,0.44150142833333333,392.34175075999997,892.04018255
2015-10-22,0.4346297766666667,0.45516918333333334,0.4551758083333333,0.4329169683333334,0.4418148216666667,262.95947555,503.05636653
2015-10-23,0.595364705,0.6286391166666668,0.6286391166666668,0.5953646683333332,0.5966148666666666,238.84853763,442.80525065999996
2015-10-24,0.5551094899999999,0.5551094899999999,0.5551094899999999,0.5551094899999999,0.5551094899999999,0.46778657,1.00551591
2015-10-25,0.563600655,0.5646029933333333,0.5646029933333333,0.563600655,0.563727475,275.39300206999997,429.76736671
2015-10-26,0.6728999983333335,0.6828561933333335,0.6858985683333335,0.6728999983333335,0.6794008766666667,164.05948026,231.39109246
2015-10-27,0.8099576183333332,0.8450000033333332,0.8450001049999999,0.8099576166666665,0.8266792550000001,275.36519329,341.9987367
2015-10-28,0.8649981166666666,0.8849988400000001,0.8849988400000001,0.8649981166666666,0.8697354466666667,925.7738779299999,1044.13473962
2015-10-29,1.0312494233333334,1.077916125,1.1029160933333333,0.9820651116666667,1.0372398833333334,191.01454017,159.71216769999998
2015-10-30,1.2149578916666666,1.15249965,1.2248036266666669,1.1023679800000001,1.1488215016666667,48.978122940000006,44.12690233000001
2015-10-31,0.9661283883333334,0.9396544299999999,0.9680460483333334,0.9361377699999999,0.9569140083333333,59.30521814,61.28014775
2015-11-01,0.9597602900000001,0.9636184716666666,0.9785965816666667,0.9503730416666668,0.9613689566666666,175.1934224,185.31953202
2015-11-02,1.0488980033333333,1.0320719433333332,1.052290905,1.0189579883333333,1.0309874716666667,2594.59893412,2555.60768186
2015-11-03,0.9931791533333333,0.9926919566666665,1.0778460266666667,0.9439719616666666,1.0020173116666666,3098.43127182,3141.73118467
2015-11-04,0.9278253633333334,0.8970132,0.9939362050000001,0.8318262466666667,0.913399035,4146.09344002,4578.69922515
2015-11-05,0.9271441733333333,0.92410405,0.9454849133333333,0.8772808799999999,0.9157583833333334,533.29851531,590.10399292
2015-11-06,0.8986424249999999,0.8949742283333334,0.9481417500000001,0.87082389,0.920958595,1614.23764532,1641.96288211
2015-11-07,0.9127461816666668,0.9125617816666667,0.9289524566666666,0.8888787716666666,0.9065563433333335,345.05776337,390.26856785999996
2015-11-08,0.9474318250000001,0.9597955416666665,0.9689489983333331,0.9437780350000001,0.9581566833333334,585.92208058,591.53147382
2015-11-09,1.02762057,1.03044303,1.0631181666666667,0.9989109966666665,1.0368192183333333,6067.92945987,5783.896679929999
2015-11-10,0.9938780433333333,0.9733330583333332,1.0050061099999998,0.9665383066666666,0.9889001366666667,1006.8631116099999,990.8287790200001
2015-11-11,0.867598475,0.8398302633333333,0.8854051483333333,0.8158914166666668,0.8419515683333333,7447.30492306,9343.39333979
2015-11-12,0.85079272,0.8703728816666666,0.878106905,0.8369028683333332,0.856433415,1762.2910201099999,2036.67068988
2015-11-13,0.8777070216666667,0.8702936416666666,0.8847449566666666,0.8671315916666665,0.8734434933333333,1139.45100847,1307.99448482
2015-11-14,0.8895853300000001,0.888715515,0.89291866,0.8870488516666667,0.8892184883333334,374.64979719,419.79152983000006
2015-11-15,0.9066560283333333,0.90588243,0.9110780483333333,0.8930701483333333,0.9037835266666666,218.30808675999998,241.19787595
2015-11-16,0.916700245,0.9229748783333332,0.9286966133333333,0.9084310816666666,0.91936499,276.50855996999996,302.17416884
2015-11-17,0.9483827816666667,0.960601465,0.9698231233333333,0.9428343466666668,0.95854967,2544.3078104200004,2543.02014807
2015-11-18,0.9907566483333333,0.9907698549999999,1.0017204166666667,0.984979525,0.9921586283333332,1716.4531903099999,1747.8566017599999
2015-11-19,0.9829514066666666,0.9833390233333333,0.9899267816666667,0.9754401983333333,0.9844201633333333,335.50698405,342.05159011
2015-11-20,0.9346422883333333,0.9283925000000001,0.9346422883333333,0.9283924983333333,0.9290097783333334,28.40879053,29.951316770000002
2015-11-21,0.9411763049999999,0.9433370666666668,0.9494335733333333,0.936247045,0.9451347916666665,255.38706542,261.41812451
2015-11-22,0.9743583583333333,0.9791658616666666,0.9791658783333332,0.9743583466666667,0.9789709516666667,226.54294989000002,231.38498016
2015-11-23,0.9663966200000002,0.9566875499999999,0.9668139633333334,0.9564672833333333,0.9602915766666668,772.93918621,815.12869674
2015-11-24,0.9537230266666668,0.9497534350000002,0.9537231883333335,0.9497534350000002,0.9513056966666668,573.82046925,623.8423339999999
2015-11-25,0.8818196999999999,0.8797256633333332,0.8949449983333334,0.8657336666666665,0.8749410216666668,1731.27702242,1988.35113961
2015-11-26,0.872502055,0.8683695483333335,0.8905300033333335,0.8536925166666668,0.8733270600000002,1410.5125784299998,1618.3373193399998
2015-11-27,0.8806937033333333,0.8814639766666666,0.8973629116666667,0.8658910183333334,0.8811227416666667,161.1056061,174.50486876000002
2015-11-28,0.8995374066666667,0.9226395116666667,0.9228707533333335,0.897894665,0.9174258466666667,882.63674496,971.11102508
2015-11-29,0.8890094983333334,0.8849612349999999,0.89320885,0.8822945699999999,0.886752165,1724.75147182,1959.7383591199998
2015-11-30,0.8799251233333334,0.8868335000000002,0.8908318366666667,0.8730001683333334,0.8812198716666667,331.30827134000003,378.56213055
2015-12-01,0.8774556666666666,0.875022005,0.888122165,0.875022005,0.8784814,2309.75173097,2646.53369009
2015-12-02,0.8679394149999999,0.8548940016666666,0.8828374149999999,0.8529532599999999,0.8713455416666668,400.80983503999994,463.30564843999997
2015-12-03,0.8256144866666668,0.8206894299999999,0.8366726266666666,0.8083333566666667,0.8149042116666667,392.60353908999997,485.06288372
2015-12-04,0.825290545,0.8197863783333333,0.8299937333333333,0.8170612883333334,0.8224172116666667,412.6575623199999,501.95059757
2015-12-05,0.8453666783333333,0.8490068783333333,0.8530175799999999,0.8441402183333332,0.8480109116666666,535.23574401,629.2065467
2015-12-06,0.857604755,0.8529972766666667,0.8589859666666667,0.85299716,0.8554120016666666,685.0595000000001,796.81525133
2015-12-07,0.8232112699999999,0.8274398499999999,0.829328635,0.8166314,0.8199386133333332,1080.77434441,1336.2346122299998
2015-12-08,0.8023103333333333,0.8040653116666667,0.8049753333333335,0.7990501483333333,0.80323234,772.02268482,960.13483666
2015-12-09,0.7893688733333333,0.788834805,0.80293868,0.7778870416666667,0.7914923966666666,1167.9823933799998,1480.3617336
2015-12-10,0.8108998333333334,0.820952625,0.8260462366666667,0.8059858950000001,0.8224093833333334,1948.43426895,2321.76477466
2015-12-11,0.8447302516666667,0.8541116133333334,0.865855095,0.829321755,0.8460118683333332,3551.05111719,4139.119032
2015-12-12,0.9529460666666667,0.9720481933333334,0.9874083966666666,0.93884044,0.9703720350000001,3192.0447108300004,3267.7816863700004
2015-12-13,0.9462779633333334,0.9415074849999999,0.9550580633333334,0.9407777999999999,0.9462434949999999,12.23269817,12.97420766
2015-12-14,0.9831432016666667,0.9895155016666667,0.9899565,0.9827022033333334,0.9883487683333333,296.88816002000004,296.67166671
2015-12-15,0.9938035533333333,1.00232394,1.008433975,0.989910235,1.0075912500000002,2052.2853986799996,2010.96961209
2015-12-16,0.9881896166666667,0.9823285166666667,0.9883179400000001,0.982200195,0.9851811783333333,1038.5534924199999,1055.5822820800001
2015-12-17,0.9484834383333333,0.93873069,0.9585811300000001,0.9269812316666667,0.9402106166666666,427.99405611,461.48299969
2015-12-18,0.9166944116666667,0.9002972066666667,0.9198984766666666,0.9001305433333333,0.9083479983333334,373.08540165,406.31855798999993
2015-12-19,0.9052392683333332,0.9000078416666667,0.908142475,0.8942766683333333,0.9044562083333333,2096.0254432399997,2312.1650474900002
2015-12-20,0.918189435,0.9112338283333333,0.9181894366666666,0.9079004949999999,0.9152914333333334,156.89351087999998,171.08606687
2015-12-21,0.88295584,0.8833940133333332,0.889673555,0.8728814933333333,0.878907185,617.1234374,701.94618381
2015-12-22,0.8773979033333333,0.8745640416666666,0.8885206416666666,0.7109827000000001,0.8408437216666668,3354.20343718,5058.270134
2015-12-23,0.8492678133333333,0.8605282133333333,0.8621433450000001,0.82833596,0.84151811,139.40396493,167.63377035
2015-12-24,0.8564120433333334,0.850820955,0.8577661066666667,0.84678763,0.85409411,156.6393415,179.47678215
2015-12-25,0.852302155,0.8656982466666667,0.8659333083333335,0.8489961133333335,0.8570697016666667,299.20179584000005,348.36756788
2015-12-26,0.8774506766666667,0.8766666683333334,0.8783333333333333,0.8700000033333334,0.8749659800000001,15.49959995,17.79158238
2015-12-27,0.8511666666666667,0.8513333333333333,0.8513333333333333,0.8511666666666667,0.8511957016666667,65.14707464,76.45389558
2015-12-28,0.84108401,0.8447252466666667,0.8485665766666667,0.8372426799999998,0.83801485,388.70676635,458.11113545000006
2015-12-29,0.8291996116666667,0.8289382116666667,0.829307055,0.8223985683333334,0.8290646199999999,119.04485788,140.61515198
2015-12-30,0.872185265,0.8791524183333334,0.8805219283333333,0.8708157550000001,0.8734457983333334,3368.1636508799998,3729.93613485
2015-12-31,0.9390552133333333,0.9317887666666665,0.94153638,0.9293075999999999,0.9345515316666666,615.54980144,650.70325377
2016-01-01,0.9197471533333333,0.92580352,0.9266563666666666,0.9187126916666667,0.9192932949999998,41.48096758,45.15670962
2016-01-02,0.9580676183333333,0.95806762,0.95806762,0.9580676183333333,0.9580676183333333,5.36300989,5.60398298
2016-01-03,0.963261515,0.9663511733333333,0.9663511783333333,0.9632615116666666,0.9648374483333333,465.89187346,482.03649086
2016-01-04,0.9550508116666666,0.9572487233333332,0.9590753716666667,0.9530361999999998,0.9561106083333333,126.21402283,132.45174344
2016-01-05,0.9435857833333334,0.939807805,0.9436173750000001,0.939807805,0.9417783433333334,206.68028161,219.9476316
2016-01-06,0.9385280283333333,0.9382303916666666,0.9385280283333333,0.9382303916666666,0.9383147516666664,67.44597819,71.86524765
2016-01-07,0.9418620866666667,0.9478913316666667,0.9491088966666666,0.9406445216666667,0.9472329049999999,441.11195457,458.34507367000003
2016-01-08,0.97597859,0.9805494466666667,0.9875916633333334,0.9689363733333333,0.9774722933333334,339.58428727,344.62353653
2016-01-09,0.9836605833333335,0.9848833933333334,0.9855657583333334,0.9836605833333335,0.9850327683333334,144.96223188,145.54452337
2016-01-10,0.9776472666666667,0.9783356,0.9783356,0.9740660550000001,0.976899925,305.1971628,307.94172381
2016-01-11,1.0186178633333334,1.042133435,1.0507538633333333,1.0186178633333334,1.0355853616666668,2428.3496601399997,2356.55960141
2016-01-12,1.122769815,1.1275069433333333,1.1620530516666667,1.1052632083333334,1.1404632366666665,3039.5129567500003,2566.95247389
2016-01-13,1.1102287683333334,1.1042615316666666,1.1102287683333334,1.1042615316666666,1.1046086450000001,508.08742579,466.06787603000004
2016-01-14,1.1256364033333333,1.1336666666666668,1.1336666666666668,1.1256364033333333,1.132346285,60.977787500000005,53.468041459999995
2016-01-15,1.200820705,1.2154460533333333,1.2497111116666666,1.1791970916666665,1.2265883283333332,774.4740323699998,607.9892042600001
2016-01-16,1.209049365,1.248979333333333,1.2497832766666666,1.1816651783333334,1.218523308333333,1719.15418991,1563.2025262400002
2016-01-17,1.2210199866666667,1.2498753,1.2543016683333335,1.2160802750000002,1.24476804,885.9561126,705.95767593
2016-01-18,1.4408050033333335,1.4289545666666665,1.4753628416666666,1.3370610566666665,1.405645915,10802.57118877,7648.36881018
2016-01-19,1.3737593299999997,1.3846192816666667,1.4020785033333334,1.3614899849999997,1.3753536133333333,779.78611927,572.69471092
2016-01-20,1.4467792033333333,1.4575123066666666,1.5122994466666666,1.422579525,1.4723312433333333,1470.27396052,949.81203428
2016-01-21,1.5147843283333333,1.5159604733333334,1.5464179366666668,1.4673480666666665,1.5007102733333333,4606.32847966,3292.4816705299995
2016-01-22,1.5221347033333332,1.5361825733333332,1.5495246616666665,1.5078444299999998,1.5356196316666668,932.21270461,600.60932323
2016-01-23,1.6949477916666666,1.7899810299999999,1.840752865,1.6672015783333334,1.7702536466666665,7407.688090829999,4077.22240361
2016-01-24,2.1092953833333334,2.15569289,2.22490314,1.9517454083333332,2.07463158,5696.967107610001,2750.57092487
2016-01-25,2.234884525,2.296674375,2.4455732633333334,2.172817688333333,2.3358620599999997,16336.200842459999,6889.49670014
2016-01-26,2.6067092916666668,2.5505749216666667,2.7125388850000003,2.253273211666667,2.4462857266666664,11552.233518849998,4904.84598401
2016-01-27,2.3588312666666664,2.4398897499999994,2.48195765,2.296513515,2.3866207816666667,5109.5850890599995,2116.37383198
2016-01-28,2.458250925,2.491530716666667,2.524651656666667,2.3553373016666668,2.447338626666667,2792.5851230300004,1158.2171411099998
2016-01-29,2.5073325383333334,2.519090481666667,2.6071617,2.4043768283333335,2.5185125733333336,6058.436272559999,2364.4333785
2016-01-30,2.4957810366666666,2.5133578583333334,2.5263989199999997,2.458421551666667,2.499438655,362.85354670000004,144.43761994
2016-01-31,2.39535502,2.392625418333333,2.4631460233333335,2.30798566,2.3649889933333332,935.04506004,406.60992262
2016-02-01,2.2315585600000003,2.1779999983333336,2.2659562416666663,2.164,2.201841645,4659.60644517,2097.52988875
2016-02-02,2.2678005016666662,2.2031795133333336,2.30208733,2.130666671666667,2.2553205133333334,1487.90674245,652.26358929
2016-02-03,2.40472724,2.360352155,2.4422509050000003,2.322885626666667,2.3805486916666667,12606.961763930001,5609.715455749999
2016-02-04,2.468587196666667,2.4704559600000002,2.5232984750000003,2.4095935366666668,2.472606835,12655.43837589,5131.37343167
2016-02-05,2.511015991666667,2.5406665166666667,2.5473333333333334,2.4911409966666667,2.536355493333333,7138.2963474,2773.7969316500003
2016-02-06,2.462000025,2.4453333416666667,2.462000025,2.4453333416666667,2.4489035166666664,119.85876162,48.470945289999996
2016-02-07,2.686092941666667,2.6921820133333334,2.7888332649999996,2.6206498966666665,2.71269678,4696.239248220001,1699.90863221
2016-02-08,3.08465579,3.068380746666667,3.1471480083333336,2.979402225,3.045247413333333,3192.55379471,1043.32039314
2016-02-09,3.4647597783333333,3.5599287466666674,3.6791059933333337,3.366010271666667,3.5548319483333333,10744.86568253,2972.60830151
2016-02-10,4.1921130133333335,4.340065161666666,4.676477958333333,3.811546705,4.250965453333333,43527.21250262,10435.46978103
2016-02-11,4.7490353999999995,5.1322832866666666,5.273259065,4.624312943333333,4.987315218333333,15532.04714321,2849.14486956
2016-02-12,5.786677013333333,5.645000211666667,6.245860285,5.0068210849999994,5.738295758333334,90844.45277005,17108.78909791
2016-02-13,5.084226455,5.067228375,5.395995161666666,4.589748246666667,4.900311741666667,27341.796512689998,5725.00397471
2016-02-14,4.892501224999999,4.868570915,5.1369762266666665,4.635162941666667,4.906468261666667,11599.6113004,2371.26758813
2016-02-15,5.406032191666667,5.414811686666667,5.701338358333332,5.211832803333333,5.435432498333334,19534.922698019996,3599.8381825799997
2016-02-16,4.969377771666666,4.871287316666666,5.122114649999999,4.568345323333333,4.841680305,20495.55817237,4322.64047112
2016-02-17,4.145033036666667,3.9933853900000003,4.316463766666666,3.837094225,4.118397493333333,17959.99598508,4417.71032854
2016-02-18,3.9632010233333332,4.038599828333333,4.32483111,3.832149979999999,4.041414461666666,9372.373111379999,2275.69133638
2016-02-19,4.460459898333334,4.5347864200000005,4.665497633333333,4.260368161666666,4.502060435,9900.43129048,2184.44217445
2016-02-20,4.4896825,4.469813801666667,4.555947256666666,4.290016693333333,4.4412006816666665,3063.83739434,714.9000170099999
2016-02-21,4.427916651666666,4.448729295000001,4.5342264666666665,4.313894465,4.438917565000001,3878.5726646599996,864.77210619
2016-02-22,5.063299920000001,5.180389595,5.301005198333334,4.896973513333333,5.115748908333333,16133.88047835,3113.96734826
2016-02-23,5.684227316666667,5.668698605,5.846709146666666,5.451424469999999,5.659669075,30995.994752259998,5442.09135947
2016-02-24,5.68166088,5.796132343333333,5.823944973333333,5.569361716666666,5.748250451666666,33040.61222668,5629.65540728
2016-02-25,6.064259473333333,6.114861993333332,6.182573023333333,5.694401793333333,6.032824618333333,111064.21978858,18211.715827199998
2016-02-26,5.96084947,5.925505313333332,6.106142770000001,5.79443383,5.951003494999999,18278.32011493,3049.20774414
2016-02-27,6.1289171399999995,6.199548728333333,6.250731301666668,6.083302768333334,6.207303345,39635.43556789,6299.63881725
2016-02-28,6.429275738333334,6.443516486666667,6.507613043333333,6.334445866666667,6.427589470000001,19448.33191572,2996.0006908100004
2016-02-29,6.415491751666667,6.424715783333333,6.50333888,6.257252228333333,6.388280065,13349.47617835,2113.50116803
2016-03-01,6.566495375,6.81790557,6.966129756666667,6.258365993333332,6.744707178333333,70136.68393763,9873.55686362
2016-03-02,7.937546515000001,8.032541323333334,8.23800793,7.7592788766666665,7.96666747,18955.42437434,2362.24603702
2016-03-03,9.069869693333333,9.197331685,9.675951688333333,8.322780501666665,8.999910111666667,60520.03930067,6600.454714639999
2016-03-04,9.17718172,9.251103525,9.555123681666666,8.864241415,9.168558538333333,43812.40579259,4703.2323623699995
2016-03-05,10.903022145,10.947978171666668,11.382708,10.251772699999998,10.850788668333335,120464.13328931,10693.589544540002
2016-03-06,11.070426791666664,11.228844423333333,11.583825501666666,10.396816778333333,11.018653833333332,110349.97608853999,10100.847731830001
2016-03-07,10.207818226666667,9.97290298,10.634526543333331,9.68286795,10.092354645,60808.968895570004,6131.35071126
2016-03-08,9.352341861666668,9.451401513333334,9.809783191666666,9.085554255,9.416016266666666,50442.07246031999,5531.736458009999
2016-03-09,10.403416278333333,10.655911848333332,10.9079407,10.176748111666667,10.617946418333332,70586.02323685,6388.9699674799995
2016-03-10,11.507391186666666,11.463931706666669,11.842870755,11.187584618333334,11.514702636666668,52974.52135997,4668.20093834
2016-03-11,11.077785543333334,11.009783896666667,11.418151721666666,10.812833696666667,11.118330945000002,42165.69099305,3800.8252363700003
2016-03-12,12.915760858333334,13.237609909999998,13.474173146666667,12.526440098333333,13.085689188333335,121604.45496883999,9357.15019495
2016-03-13,14.205521403333334,14.300903270000001,14.650240406666667,13.734997443333333,14.304602418333332,131796.97999508,9158.69768627
2016-03-14,13.446055618333332,13.037652286666665,14.32538803,12.405365096666666,13.282254683333335,168112.10270629998,12840.71174006
2016-03-15,12.562603368333333,12.657603411666665,13.026819941666666,12.202313631666668,12.485962036666665,19042.79977519,1523.2445931300003
2016-03-16,13.209669556666668,13.136746265,13.423099786666667,12.802448163333333,13.131250235000001,13147.91131728,999.32487548
2016-03-17,11.771746816666665,11.425138206666666,11.988734373333335,11.145805000000001,11.624828554999999,83338.95744258999,7321.49658394
2016-03-18,10.229504996666668,10.230399994999999,10.84682073,9.47551667,9.994805596666668,132757.11399294,13767.25691884
2016-03-19,10.445492271666668,10.380996358333332,10.804338076666667,10.053225038333332,10.455121881666665,30614.01597615,2966.3732192899997
2016-03-20,10.285280151666665,10.200988218333334,10.474561985,10.044034286666665,10.181692356666668,26716.789849380002,2645.18728971
2016-03-21,10.839032191666666,11.077744090000001,11.265385901666667,10.661859765,10.996998151666666,49059.68701708,4392.15162864
2016-03-22,11.566751224999999,11.462788916666668,11.764171343333333,11.205642253333332,11.531286256666668,26832.489102710002,2337.3826677499997
