address,balance,extraBalance,extraBalanceAccount
0xd4fe7bc31cedb7bfb8a345f31e668033056b2728,-6.22342841749e+17,0xb3fb0e5aba0e20e5c49d252dfd30e102b171a425,-0.716401579719
0x2c19c7f9ae8b751e37aeb2d93a699722395ae18f,-5.6827052829e-31,0x2c19c7f9ae8b751e37aeb2d93a699722395ae18f,-0.128409720488
0x1975bd06d486162d5dc297798dfc41edd5d160a7,-5.03095577642e-25,0xa3acf3a1e16b1d7c315e23510fdd7847b48234f6,-0.579065908846
0x319f70bab6845585f412ec7724b744fec6095c85,-4.36184612864e-07,0x06706dd3f2c9abf0a21ddcc6941d9b86f0596936,0.14354044178
0x5c8536898fbb74fc7445814902fd08422eac56d0,-8.25611424017e-58,0x6966ab0d485353095148a2155858910e0965b6f9,1.33736792743
0x779543a0491a837ca36ce8c635d6154e3c4911a6,-3.79434656438e-31,0x2a5ed960395e2a49b1c758cef4aa15213cfd874c,0.475682995084
0x5c6e67ccd5849c0d29219c4f95f1a7a93b3f5dc5,6.14299073804e+16,0x9c50426be05db97f5d64fc54bf89eff947f0a321,-0.794580887163
0x200450f06520bdd6c527622a273333384d870efb,16075019.671,0xbe8539bfe837b67d1282b2b1d61c3f723966f049,0.28114901377
0x6b0c4d41ba9ab8d8cfb5d379c69a612f2ced8ecb,-0.000157952086376,0xf1385fb24aad0cd7432824085e42aff90886fef5,-0.226240633613
0xd1ac8b1ef1b69ff51d1d401a476e7e612414f091,2383971906.34,0x8163e7fb499e90f8544ea62bbf80d21cd26d9efd,-0.123137687071
0x51e0ddd9998364a2eb38588679f0d2c42653e4a6,-8.06648433208e-19,0x627a0a960c079c21c34f7612d5d230e01b4ad4c7,0.132452500234
0xf0b1aa0eb660754448a7937c022e30aa692fe0c5,-7613575.98655,0x24c4d950dfd4dd1902bbed3508144a54542bba94,-0.359762732679
0x9f27daea7aca0aa0446220b98d028715e3bc803d,-573644635.46,0xa5dc5acd6a7968a4554d89d65e59b7fd3bff0f90,1.51906461736
0xd9aef3a1e38a39c16b31d1ace71bca8ef58d315b,4.70617067968e+16,0x63ed5a272de2f6d968408b4acb9024f4cc208ebf,1.48891545049
0x6f6704e5a10332af6672e50b3d9754dc460dfa4d,-2.90338735133e-49,0x77ca7b50b6cd7e2f3fa008e24ab793fd56cb15f6,0.683195717878
0x492ea3bb0f3315521c31f273e565b868fc090f17,46587.0044602,0x0ff30d6de14a8224aa97b78aea5388d1c51c1f00,0.353499903019
0x9ea779f907f0b315b364b0cfc39a0fde5b02a416,140155944.949,0xceaeb481747ca6c540a000c1f3641f8cef161fa7,0.0826537801517
0xcc34673c6c40e791051898567a1222daf90be287,-1.40356423799e-23,0x579a80d909f346fbfb1189493f521d7f48d52238,-0.163358598458
0xe308bd1ac5fda103967359b2712dd89deffb7973,-2.551336929e-32,0x4cb31628079fb14e4bc3cd5e30c2f7489b00960c,-0.57433256521
0xac1ecab32727358dba8962a0f3b261731aad9723,3269.36647592,0x4fd6ace747f06ece9c49699c7cabc62d02211f75,1.36305690507
0x440c59b325d2997a134c2c7c60a8c61611212bad,0.000646758925337,0x4486a3d68fac6967006d7a517b889fd3f98c102b,-0.609726435697
0x9c15b54878ba618f494b38f0ae7443db6af648ba,2.62004277829e-25,0x27b137a85656544b1ccb5a0f2e561a5703c6a68f,0.851399419874
0x21c7fdb9ed8d291d79ffd82eb2c4356ec0d81241,-1.05977974792e-56,0x23b75c2f6791eef49c69684db4c6c1f93bf49a50,1.68542129161
0x1ca6abd14d30affe533b24d7a21bff4c2d5e1f3b,3.6513643672e+19,0xb9637156d330c0d605a791f1c31ba5890582fe1c,0.95696460394
0x6131c42fa982e56929107413a9d526fd99405560,-1.2615622656e-07,0x1591fc0f688c81fbeb17f5426a162a7024d430c2,0.406142939006
0x542a9515200d14b68e934e9830d91645a980dd7a,2.63230717223e-26,0xc4bbd073882dd2add2424cf47d35213405b01324,-0.305466503867
