address,balance,extraBalance,extraBalanceAccount
0x782495b7b3355efb2833d56ecb34dc22ad7dfcc4,-7.7557259226e-29,0x58b95c9a9d5d26825e70a82b6adb139d3fd829eb,-0.161027449864
0x3ba4d81db016dc2890c81f3acec2454bff5aada5,1.40129846432e-63,0xb52042c8ca3f8aa246fa79c3feaa3d959347c0ab,-0.609748005763
0xe4ae1efdfc53b73893af49113d8694a057b9c0d1,24.1034081422,0x3c02a7bc0391e86d91b7d144e61c2c01a25a79c5,-1.16632421022
0x0737a6b837f97f46ebade41b9bc3e1c509c85c53,7.53509257386e-46,0x97f43a37f595ab5dd318fb46e7a155eae057317a,-0.365899770885
0x52c5317c848ba20c7504cb2c8052abd1fde29d03,0.146142910856,0x4863226780fe7c0356454236d3b1c8792785748d,0.0333388909652
0x5d2b2e6fcbe3b11d26b525e085ff818dae332479,24.1034081422,0x5f9f3392e9f62f63b8eac0beb55541fc8627f42c,0.570582276267
0x057b56736d32b86616a10f619859c6cd6f59092a,0.101496519655,0x9aa008f65de0b923a2a4f02012ad034a5e2e2192,-0.127126095112
0x304a554a310c7e546dfe434669c62820b7d83490,1.44175009634e-42,0x914d1b8b43e92723e64fd0a06f5bdb8dd9b10c79,-0.718138225487
0x4deb0033bb26bc534b197e61d19e0733e5679784,-1.7538597827e-43,0x07f5c1e1bc2c93e0402f23341973a0e043f7bf8a,-0.480917737581
0x35a051a0010aba705c9008d7a7eff6fb88f6ea7b,1.0733590126e-17,0x4fa802324e929786dbda3b8820dc7834e9134a2a,-0.177453309344
0x9da397b9e80755301a3b32173283a91c0ef6c87e,3.59311306966e-23,0x8d9edb3054ce5c5774a420ac37ebae0ac02343c6,0.690907989432
0x0101f3be8ebb4bbd39a2e3b9a3639d4259832fd9,2.2589979461e-53,0x5dc28b15dffed94048d73806ce4b7a4612a1d48f,1.1514385717
0xbcf899e6c7d9d5a215ab1e3444c86806fa854c76,-2.14275641675e-27,0x12e626b0eebfe86a56d633b9864e389b45dcb260,-0.23799912029
0xa2f1ccba9395d7fcb155bba8bc92db9bafaeade7,24.1034081422,0xec8e57756626fdc07c63ad2eafbd28d08e7b0ca5,-1.23021049569
0xd164b088bd9108b60d0ca3751da4bceb207b0782,-1.29852979444e-21,0x6231b6d0d5e77fe001c2a460bd9584fee60d409b,-0.177408362083
0x1cba23d343a983e9b5cfd19496b9a9701ada385f,-4.65605420562e-47,0xa82f360a8d3455c5c41366975bde739c37bfeb8a,0.397986081483
0x9fcd2deaff372a39cc679d5c5e4de7bafb0b1339,-2.08191690035e-22,0x005f5cee7a43331d5a3d3eec71305925a62f34b6,-0.508387204122
0x0e0da70933f4c7849fc0d203f5d1d43b9ae4532d,2.0454886888,0xd131637d5275fd1a68a3200f4ad25c71a2a9522e,0.604197504067
0xbc07118b9ac290e4622f5e77a0853539789effbe,1.63837994009,0x47e7aa56d6bdf3f36be34619660de61275420af8,-0.898361530957
0xacd87e28b0c9d1254e868b81cba4cc20d9a32225,1.07175650577e-57,0xadf80daec7ba8dcf15392f1ac611fff65d94f880,0.830012678424
0x5524c55fb03cf21f549444ccbecb664d0acad706,-3.4209121875e-13,0x40b803a9abce16f50f36a77ba41180eb90023925,0.583940349975
0xfe24cdd8648121a43a7c86d289be4dd2951ed49f,-1.0257168103e-47,0x17802f43a0137c506ba92291391a8a8f207f487d,-0.624977314761
0x253488078a4edf4d6f42f113d1e62836a942cf1a,-4.8801251328e-08,0x86af3e9626fce1957c82e88cbf04ddf3a2ed7915,0.162068229677
0xb136707642a4ea12fb4bae820f03d2562ebff487,0.343801995922,0xdbe9b615a3ae8709af8b93336ce9b477e4ac0940,-1.09931412333
0xf14c14075d6c4ed84b86798af0956deef67365b5,-1.96251367702e-44,0xca544e5c4687d109611d0f8f928b53a25af72448,-0.270915938452
0xaeeb8ff27288bdabc0fa5ebb731b6f409507516c,-4.62641160925e+18,0xcbb9d3703e651b0d496cdefb8b92c25aeb2171f7,1.88765040672
0x6d87578288b6cb5549d5076a207456a1f6a63dc0,-2.36312308728e-41,0xb2c6f0dfbb716ac562e2d85d6cb2f8d5ee87603e,-0.0976423821924
0xaccc230e8a6e5be9160b8cdf2864dd2a001c28b6,7.11913779378e-21,0x2b3455ec7fedf16e646268bf88846bd7a2319bb2,-0.324005321611
0x4613f3bca5c44ea06337a9e439fbc6d42e501d0a,2.2478841173e-48,0xd343b217de44030afaa275f54d31a9317c7f441e,-0.090422677772
0x84ef4b2357079cd7a7c69fd7a37cd0609a679106,4.19436529953e-27,0xda2fef9e4a3230988ff17df2165440f37e8b1708,-0.402187982168
0xf4c64518ea10f995918a454158c6b61407ea345c,-4.12841134936e-43,0x7602b46df5390e432ef1c307d4f2c9ff6d65cc97,0.0256258176128
0xbb9bc244d798123fde783fcc1c72d3bb8c189413,1.40129846432e-63,0x807640a13483f8ac783c557fcdf27be11ea4ac7a,-0.0873578147752
